"","gkschid","g1schid","g2schid","g3schid","gktchid","g1tchid","g2tchid","g3tchid","gkfreelunch","g1freelunch","g2freelunch","g3freelunch","gksurban","g1surban","g2surban","g3surban","gktyears","g1tyears","g2tyears","g3tyears","gender","race","g3tmathss","classtype"
"212",221574,221574,221574,221574,22157404,22157405,22157410,22157414,2,2,2,2,3,3,3,3,2,11,19,3,1,1,655,"2"
"213",252885,252885,252885,252885,25288501,25288505,25288512,25288517,2,2,2,2,3,3,3,3,14,39,8,0,2,1,667,"1"
"214",123056,123056,123056,123056,12305601,12305605,12305608,12305612,1,1,1,2,3,3,3,3,4,8,34,10,1,1,648,"3"
"215",130085,130085,130085,130085,13008502,13008508,13008512,13008516,2,2,1,2,2,2,2,2,7,12,11,18,2,1,626,"1"
"216",128079,128079,128079,128079,12807903,12807907,12807910,12807912,2,2,2,2,3,3,3,3,8,9,12,21,2,1,651,"1"
"217",128076,128076,128076,128076,12807603,12807605,12807608,12807613,2,2,2,2,2,2,2,2,7,29,33,2,2,1,629,"3"
"218",170295,170295,170295,170295,17029503,17029508,17029511,17029515,1,1,1,1,3,3,3,3,2,3,13,8,1,1,636,"1"
"219",257905,257905,257905,257905,25790501,25790509,25790517,25790524,1,2,1,1,4,4,4,4,7,27,12,19,2,1,620,"1"
"220",161176,161176,161176,161176,16117604,16117607,16117612,16117616,1,2,1,1,3,3,3,3,6,6,4,13,1,1,672,"1"
"221",164198,164198,164198,164198,16419803,16419804,16419808,16419812,2,2,2,2,3,3,3,3,4,2,2,13,1,1,672,"2"
"222",168214,168214,168214,168214,16821401,16821404,16821410,16821414,2,2,2,2,3,3,3,3,6,13,14,18,2,1,659,"1"
"223",168211,168211,168211,168211,16821103,16821106,16821113,16821119,1,1,1,1,3,3,3,3,15,19,2,1,2,1,610,"1"
"224",264945,264945,264945,264945,26494503,26494506,26494515,26494521,2,2,2,2,2,2,2,2,3,0,3,11,2,1,596,"2"
"225",216536,216537,216537,216537,21653604,21653706,21653712,21653715,2,2,2,2,3,3,3,3,22,14,6,2,2,1,589,"1"
"226",169219,169219,169219,169219,16921901,16921905,16921912,16921915,2,2,2,2,2,2,2,2,14,12,5,27,2,1,667,"1"
"227",216536,216537,216537,216537,21653603,21653705,21653708,21653714,2,2,2,2,3,3,3,3,8,9,0,7,1,1,639,"1"
"228",230612,230612,230612,230612,23061202,23061206,23061209,23061212,1,2,2,2,3,3,3,3,4,8,9,9,2,1,620,"1"
"229",165199,165199,165199,165199,16519903,16519906,16519909,16519911,2,2,2,2,4,4,4,4,12,14,18,36,1,1,711,"3"
"230",170295,170295,170295,170295,17029502,17029507,17029510,17029514,2,2,2,2,3,3,3,3,14,11,2,15,2,1,684,"3"
"231",201449,201449,201449,201449,20144906,20144908,20144915,20144922,2,2,2,2,3,3,3,3,7,7,20,20,1,1,663,"1"
"232",173312,173312,173312,173312,17331201,17331204,17331211,17331215,2,2,2,2,3,3,3,3,11,31,14,14,2,1,672,"1"
"233",173312,173312,173312,173312,17331203,17331207,17331209,17331214,2,2,2,2,3,3,3,3,13,16,4,14,1,1,711,"3"
"234",173312,173312,173312,173312,17331203,17331207,17331209,17331214,2,2,2,1,3,3,3,3,13,16,4,14,2,1,651,"3"
"235",173312,173312,173312,173312,17331201,17331204,17331211,17331215,2,2,2,2,3,3,3,3,11,31,14,14,2,1,642,"1"
"236",123056,123056,123056,123056,12305603,12305604,12305607,12305610,1,1,1,1,3,3,3,3,16,10,26,17,2,1,614,"2"
"237",257899,257899,257899,257899,25789901,25789906,25789912,25789918,2,2,2,2,3,3,3,3,13,9,13,22,2,1,604,"2"
"238",203457,203457,203457,203457,20345703,20345706,20345710,20345714,2,2,2,2,3,3,3,3,15,13,0,2,1,1,667,"1"
"239",203452,203452,203452,203452,20345203,20345208,20345211,20345217,2,2,2,2,3,3,3,3,19,1,32,17,2,1,614,"1"
"240",234628,234628,234628,234628,23462804,23462807,23462812,23462817,2,2,2,2,3,3,3,3,10,21,10,17,2,1,573,"1"
"241",218562,218562,218562,218562,21856203,21856205,21856210,21856214,2,2,2,2,4,4,4,4,11,5,9,13,2,1,629,"1"
"242",259915,259915,259915,259915,25991502,25991507,25991511,25991514,2,2,2,2,3,3,3,3,15,2,19,0,2,1,684,"3"
"243",123056,123056,123056,123056,12305603,12305604,12305607,12305610,1,1,1,1,3,3,3,3,16,10,26,17,2,1,622,"2"
"244",189382,189382,189382,189382,18938204,18938205,18938210,18938213,2,2,2,2,2,2,2,2,7,19,17,17,1,1,608,"1"
"245",189378,189378,189378,189378,18937803,18937807,18937811,18937815,2,2,1,2,3,3,3,3,5,15,8,16,1,1,678,"3"
"246",191411,191411,191411,191411,19141101,19141104,19141107,19141110,2,1,2,2,3,3,3,3,8,1,8,9,2,1,645,"1"
"247",230612,230612,230612,230612,23061202,23061206,23061209,23061212,2,2,2,2,3,3,3,3,4,8,9,9,1,1,774,"1"
"248",201449,201449,201449,201449,20144901,20144907,20144918,20144926,2,2,2,2,3,3,3,3,4,8,18,12,2,1,631,"1"
"249",201449,201449,201449,201449,20144902,20144911,20144916,20144923,2,2,2,2,3,3,3,3,12,16,15,15,2,6,655,"3"
"250",162184,162184,162184,162184,16218404,16218408,16218412,16218416,2,2,2,2,3,3,3,3,2,19,12,3,2,1,726,"1"
"251",203452,203452,203452,203452,20345205,20345209,20345213,20345218,2,2,2,2,3,3,3,3,20,19,19,22,2,1,558,"2"
"252",203452,203452,203452,203452,20345203,20345208,20345215,20345220,1,1,1,1,3,3,3,3,19,1,11,31,2,1,571,"1"
"253",161183,161183,161183,161183,16118303,16118311,16118314,16118320,2,2,2,1,3,3,3,3,6,7,10,18,2,1,601,"1"
"254",161183,161183,161183,161183,16118302,16118309,16118313,16118318,2,2,2,2,3,3,3,3,10,14,8,11,2,1,610,"3"
"255",212522,212522,212522,212522,21252202,21252209,21252214,21252219,2,2,2,2,4,4,4,4,13,7,30,9,2,1,593,"3"
"256",205488,205488,205488,205488,20548803,20548804,20548811,20548815,2,2,1,1,2,2,2,2,4,18,15,12,2,1,629,"1"
"257",208501,208501,208501,208501,20850101,20850107,20850110,20850114,2,2,2,2,3,3,3,3,13,17,17,12,1,1,691,"2"
"258",209510,209510,209510,209510,20951003,20951008,20951012,20951018,1,1,1,1,3,3,3,3,13,8,13,4,2,1,620,"3"
"259",193422,193422,193422,193422,19342202,19342204,19342209,19342212,1,2,2,1,3,3,3,3,8,13,15,13,1,1,648,"1"
"260",215533,215533,215533,215533,21553304,21553309,21553319,21553321,2,1,2,1,3,3,3,3,9,16,31,5,2,1,663,"3"
"261",170295,170295,170295,170295,17029502,17029505,17029509,17029513,2,2,2,2,3,3,3,3,14,1,8,19,2,1,626,"3"
"262",170295,170295,170295,170295,17029502,17029507,17029510,17029514,2,1,1,2,3,3,3,3,14,11,2,15,1,1,626,"3"
"263",193423,193423,193423,193423,19342304,19342308,19342311,19342316,1,1,1,1,3,3,3,3,13,7,8,8,1,1,631,"2"
"264",170295,170295,170295,170295,17029504,17029508,17029511,17029515,2,2,2,2,3,3,3,3,1,3,13,8,2,1,691,"1"
"265",215533,215533,215533,215533,21553305,21553312,21553316,21553325,2,2,2,2,3,3,3,3,4,18,4,5,1,1,667,"1"
"266",221574,221574,221574,221574,22157401,22157407,22157411,22157415,2,2,2,2,3,3,3,3,1,10,11,18,1,1,594,"1"
"267",221571,221571,221571,221571,22157101,22157109,22157116,22157121,2,2,2,2,3,3,3,3,3,3,15,9,1,1,636,"2"
"268",221571,221571,221571,221571,22157104,22157110,22157112,22157117,1,1,2,1,3,3,3,3,21,4,29,11,1,1,582,"1"
"269",221574,221574,221574,221574,22157402,22157408,22157412,22157416,2,2,2,2,3,3,3,3,8,11,6,7,2,1,642,"3"
"270",209510,209510,209510,209510,20951004,20951010,20951013,20951021,2,2,2,2,3,3,3,3,10,8,7,5,1,1,629,"1"
"271",221571,221571,221571,221571,22157105,22157106,22157115,22157118,2,2,2,2,3,3,3,3,7,6,23,15,1,1,648,"3"
"272",221571,221571,221571,221571,22157105,22157106,22157115,22157118,2,2,2,2,3,3,3,3,7,6,23,15,2,1,626,"3"
"273",209510,209510,209510,209510,20951005,20951011,20951016,20951023,2,2,2,2,3,3,3,3,15,4,1,24,1,1,711,"1"
"274",212522,212522,212522,212522,21252202,21252210,21252211,21252216,1,1,1,1,4,4,4,4,13,0,12,31,2,1,596,"3"
"275",228606,228606,228606,228606,22860604,22860608,22860609,22860613,2,2,2,2,3,3,3,3,14,13,10,30,1,1,700,"1"
"276",173312,173312,173312,173312,17331202,17331206,17331210,17331213,1,1,1,1,3,3,3,3,11,16,13,37,2,2,593,"2"
"277",162184,162184,162184,162184,16218404,16218408,16218412,16218416,2,2,2,2,3,3,3,3,2,19,12,3,2,1,691,"1"
"278",261927,261927,261927,261927,26192703,26192709,26192713,26192717,2,2,2,2,3,3,3,3,3,17,17,13,1,1,678,"1"
"279",261927,261927,261927,261927,26192701,26192705,26192710,26192714,2,2,2,2,3,3,3,3,11,18,33,7,2,1,642,"3"
"280",162184,162184,162184,162184,16218401,16218405,16218410,16218415,1,1,1,1,3,3,3,3,4,12,1,18,2,1,678,"2"
"281",231616,231616,231616,231616,23161601,23161604,23161608,23161612,2,2,2,2,3,3,3,3,12,39,9,16,2,1,752,"3"
"282",234628,234628,234628,234628,23462801,23462806,23462815,23462820,2,2,2,2,3,3,3,3,9,8,16,6,1,1,576,"1"
"283",123056,123056,123056,123056,12305603,12305604,12305607,12305610,1,1,1,1,3,3,3,3,16,10,26,17,1,1,618,"2"
"284",244764,244764,244764,244764,24476402,24476404,24476406,24476410,1,1,1,1,1,1,1,1,13,18,19,30,1,2,620,"1"
"285",244776,244776,244776,244776,24477606,24477611,24477619,24477622,1,1,1,1,1,1,1,1,10,5,13,3,2,2,601,"3"
"286",170295,170295,170295,170295,17029503,17029508,17029511,17029515,1,1,1,1,3,3,3,3,2,3,13,8,1,1,622,"1"
"287",244727,244727,244727,244727,24472701,24472706,24472714,24472719,1,1,1,2,2,2,2,2,21,3,4,13,1,2,648,"1"
"288",244764,244764,244764,244764,24476401,24476403,24476408,24476409,1,1,1,1,1,1,1,1,1,17,10,0,2,2,655,"3"
"289",244799,244799,244799,244799,24479903,24479908,24479913,24479918,2,2,2,2,2,2,2,2,5,23,12,24,1,2,726,"1"
"290",244697,244697,244697,244697,24469705,24469706,24469714,24469719,2,2,2,1,1,1,1,1,14,26,26,7,1,2,634,"1"
"291",244780,244780,244780,244780,24478003,24478006,24478007,24478012,1,1,1,1,1,1,1,1,2,17,2,3,1,2,610,"1"
"292",173312,173312,173312,173312,17331203,17331207,17331209,17331214,1,1,2,2,3,3,3,3,13,16,4,14,1,1,608,"3"
"293",216536,216537,216537,216537,21653605,21653704,21653707,21653723,1,1,1,1,3,3,3,3,1,0,20,28,1,1,599,"2"
"294",216536,216537,216537,216537,21653604,21653705,21653708,21653714,2,2,2,2,3,3,3,3,22,9,0,7,1,1,620,"1"
"295",216536,216537,216537,216537,21653601,21653703,21653710,21653713,2,2,2,2,3,3,3,3,2,13,6,8,1,1,678,"2"
"296",216536,216537,216537,216537,21653603,21653706,21653712,21653715,2,2,2,2,3,3,3,3,8,14,6,2,1,1,603,"1"
"297",216536,216537,216537,216537,21653603,21653706,21653712,21653715,1,2,1,1,3,3,3,3,8,14,6,2,2,1,626,"1"
"298",244728,244728,244728,244728,24472803,24472806,24472810,24472813,1,1,1,2,1,1,1,1,15,3,30,22,2,2,596,"2"
"299",169229,169229,169229,169229,16922902,16922916,16922929,16922933,2,2,2,2,2,2,2,2,11,1,8,15,1,1,663,"2"
"300",257899,257899,257899,257899,25789902,25789909,25789913,25789920,2,2,2,2,3,3,3,3,13,6,20,10,1,1,612,"1"
"301",257905,257905,257905,257905,25790505,25790514,25790521,25790528,2,2,2,2,4,4,4,4,14,10,17,38,2,1,667,"3"
"302",257905,257905,257905,257905,25790502,25790510,25790519,25790526,2,2,2,2,4,4,4,4,14,20,22,8,2,1,626,"1"
"303",257905,257905,257905,257905,25790504,25790511,25790515,25790522,2,2,1,2,4,4,4,4,5,11,15,16,2,1,573,"2"
"304",257899,257899,257899,257899,25789901,25789907,25789915,25789918,1,1,1,2,3,3,3,3,13,15,10,22,2,1,639,"2"
"305",253888,253888,253888,253888,25388802,25388804,25388808,25388811,2,2,2,2,3,3,3,3,0,7,1,7,2,1,711,"2"
"306",253888,253888,253888,253888,25388803,25388806,25388809,25388812,2,2,2,2,3,3,3,3,5,10,25,2,2,1,549,"1"
"307",257905,257905,257905,257905,25790502,25790509,25790517,25790524,2,2,2,2,4,4,4,4,14,27,12,19,2,1,604,"1"
"308",216536,216537,216537,216537,21653602,21653702,21653709,21653716,2,2,2,2,3,3,3,3,13,0,16,1,1,1,642,"3"
"309",252885,252885,252885,252885,25288504,25288507,25288509,25288513,2,2,2,2,3,3,3,3,9,10,13,30,2,1,639,"3"
"310",216536,216537,216537,216537,21653605,21653703,21653710,21653713,2,2,2,2,3,3,3,3,1,13,6,8,1,1,655,"2"
"311",123056,123056,123056,123056,12305601,12305605,12305608,12305612,2,2,2,2,3,3,3,3,4,8,34,10,1,1,631,"3"
"312",128079,128079,128079,128079,12807903,12807905,12807908,12807913,2,2,2,2,3,3,3,3,8,7,15,13,1,1,631,"1"
"313",253888,253888,253888,253888,25388802,25388804,25388808,25388811,2,2,2,2,3,3,3,3,0,7,1,7,2,1,691,"2"
"314",164198,164198,164198,164198,16419801,16419805,16419809,16419813,2,2,2,1,3,3,3,3,13,12,6,16,2,1,663,"3"
"315",169231,169231,169231,169231,16923101,16923105,16923110,16923114,2,2,1,2,1,1,1,1,9,7,10,7,2,1,648,"3"
"316",169231,169231,169231,169231,16923102,16923107,16923112,16923116,2,2,2,2,1,1,1,1,9,36,0,1,1,1,639,"1"
"317",264945,264945,264945,264945,26494502,26494507,26494516,26494522,2,2,2,2,2,2,2,2,3,6,9,8,1,1,606,"3"
"318",218562,218562,218562,218562,21856204,21856207,21856209,21856213,2,2,2,2,4,4,4,4,0,8,1,7,1,1,642,"2"
"319",218562,218562,218562,218562,21856201,21856206,21856211,21856215,2,2,2,2,4,4,4,4,14,19,12,2,1,1,672,"1"
"320",234628,234628,234628,234628,23462804,23462806,23462815,23462820,2,2,2,2,3,3,3,3,10,8,16,6,2,1,648,"1"
"321",189396,189396,189396,189396,18939602,18939606,18939609,18939612,2,2,2,2,3,3,3,3,4,20,18,17,1,1,612,"2"
"322",189396,189396,189396,189396,18939603,18939607,18939610,18939614,1,1,1,1,3,3,3,3,12,6,2,10,2,2,571,"3"
"323",189396,189396,189396,189396,18939601,18939605,18939611,18939615,2,2,2,2,3,3,3,3,5,11,18,10,1,1,663,"1"
"324",218562,218562,218562,218562,21856201,21856206,21856211,21856215,2,2,2,2,4,4,4,4,14,19,12,2,2,1,651,"1"
"325",193423,193423,193423,193423,19342301,19342305,19342310,19342315,1,1,1,1,3,3,3,3,6,6,10,14,2,1,645,"1"
"326",193423,193423,193423,193423,19342301,19342305,19342310,19342315,2,2,2,2,3,3,3,3,6,6,10,14,1,1,634,"1"
"327",221571,221571,221571,221571,22157102,22157110,22157112,22157117,2,2,2,2,3,3,3,3,3,4,29,11,2,2,655,"1"
"328",244780,244780,244780,244780,24478001,24478005,24478009,24478011,1,1,1,1,1,1,1,1,24,35,32,18,1,2,601,"3"
"329",208501,208501,208501,208501,20850101,20850107,20850110,20850114,2,2,2,2,3,3,3,3,13,17,17,12,1,1,667,"2"
"330",244780,244780,244780,244780,24478003,24478006,24478007,24478012,1,1,1,1,1,1,1,1,2,17,2,3,1,2,616,"1"
"331",244728,244728,244728,244728,24472801,24472804,24472807,24472811,2,1,2,2,1,1,1,1,1,21,5,2,1,2,588,"1"
"332",244839,244839,244839,244839,24483905,24483906,24483911,24483916,2,2,2,2,2,2,2,2,11,4,28,11,1,1,667,"1"
"333",205491,205491,205491,205491,20549101,20549105,20549111,20549115,2,2,2,2,2,2,2,2,0,16,10,6,1,1,645,"1"
"334",257905,257905,257905,257905,25790503,25790509,25790519,25790526,2,2,2,2,4,4,4,4,13,27,22,8,2,1,596,"1"
"335",244776,244776,244776,244776,24477608,24477609,24477616,24477623,1,1,1,1,1,1,1,1,3,8,21,11,2,2,601,"1"
"336",203452,203452,203452,203452,20345201,20345208,20345215,20345220,2,2,2,2,3,3,3,3,19,1,11,31,1,1,597,"1"
"337",221574,221574,221574,221574,22157403,22157407,22157409,22157413,2,2,2,2,3,3,3,3,8,10,18,11,1,1,601,"1"
"338",244697,244697,244697,244697,24469701,24469710,24469717,24469722,1,1,2,1,1,1,1,1,6,32,0,0,2,2,655,"2"
"339",230612,230612,230612,230612,23061202,23061206,23061209,23061212,2,2,2,2,3,3,3,3,4,8,9,9,2,1,610,"1"
"340",128079,128079,128079,128079,12807902,12807904,12807911,12807915,1,1,1,1,3,3,3,3,8,8,13,23,2,1,582,"3"
"341",159171,159171,159171,159171,15917104,15917110,15917117,15917123,1,1,1,1,3,3,3,3,6,7,0,12,1,2,631,"1"
"342",159171,159171,159171,159171,15917102,15917111,15917116,15917122,1,1,1,1,3,3,3,3,8,1,5,3,2,2,618,"1"
"343",244723,244723,244723,244723,24472303,24472310,24472315,24472322,1,1,1,1,1,1,1,1,1,25,4,22,2,2,648,"1"
"344",228606,228606,228606,228606,22860601,22860607,22860611,22860615,1,1,1,1,3,3,3,3,8,13,21,36,1,2,570,"3"
"345",244774,244774,244774,244774,24477404,24477409,24477413,24477421,1,1,1,1,1,1,1,1,2,9,8,21,1,2,588,"1"
"346",189382,189382,189382,189382,18938202,18938207,18938209,18938214,2,2,2,2,2,2,2,2,15,18,12,22,2,1,659,"2"
"347",169229,169229,169229,169229,16922905,16922910,16922922,16922934,2,2,2,2,2,2,2,2,10,23,33,15,2,2,639,"1"
"348",244801,244801,244801,244801,24480104,24480105,24480112,24480116,2,1,1,1,2,2,2,2,20,16,23,14,2,2,620,"1"
"349",212522,212522,212522,212522,21252204,21252208,21252213,21252217,1,1,1,1,4,4,4,4,17,16,17,11,2,1,624,"1"
"350",130085,130085,130085,130085,13008504,13008508,13008512,13008516,1,2,1,1,2,2,2,2,11,12,11,18,2,1,634,"1"
"351",205490,205490,205490,205492,20549001,20549006,20549009,20549216,1,1,1,1,1,1,1,2,3,1,8,3,1,2,571,"1"
"352",130085,130085,130085,130085,13008501,13008505,13008510,13008514,2,2,2,2,2,2,2,2,22,10,4,4,1,1,596,"2"
"353",128079,128079,128079,128079,12807903,12807905,12807908,12807913,2,2,2,2,3,3,3,3,8,7,15,13,2,1,599,"1"
"354",128079,128079,128079,128079,12807903,12807907,12807910,12807912,2,2,2,2,3,3,3,3,8,9,12,21,1,1,634,"1"
"355",244764,244764,244764,244764,24476402,24476404,24476406,24476410,1,1,2,1,1,1,1,1,13,18,19,30,2,2,726,"1"
"356",205492,205490,205490,205490,20549203,20549005,20549007,20549011,1,1,1,1,2,1,1,1,24,0,1,3,2,2,614,"2"
"357",164198,164198,164198,164198,16419802,16419806,16419807,16419810,2,2,2,2,3,3,3,3,12,8,33,12,2,1,691,"1"
"358",161183,161183,161183,161183,16118305,16118307,16118316,16118321,1,1,2,1,3,3,3,3,8,8,10,13,2,1,541,"2"
"359",161183,161183,161183,161183,16118302,16118309,16118313,16118318,2,2,2,2,3,3,3,3,10,14,8,11,1,1,678,"3"
"360",161183,161183,161183,161183,16118304,16118309,16118313,16118318,1,1,1,1,3,3,3,3,10,14,8,11,1,1,639,"3"
"361",244799,244799,244799,244799,24479902,24479908,24479913,24479918,1,2,2,2,2,2,2,2,13,23,9,24,2,2,655,"1"
"362",244776,244776,244776,244776,24477608,24477609,24477616,24477623,1,1,1,1,1,1,1,1,3,8,21,11,1,2,636,"1"
"363",164198,164198,164198,164198,16419803,16419804,16419808,16419812,2,2,2,2,3,3,3,3,4,2,2,13,2,1,663,"2"
"364",164198,164198,164198,164198,16419802,16419806,16419807,16419810,2,2,2,2,3,3,3,3,12,8,33,12,1,1,672,"1"
"365",244799,244799,244799,244799,24479903,24479908,24479913,24479918,2,2,2,2,2,2,2,2,5,23,30,24,1,2,726,"1"
"366",164198,164198,164198,164198,16419802,16419806,16419807,16419811,1,1,1,1,3,3,3,3,12,8,33,2,1,1,558,"1"
"367",164198,164198,164198,164198,16419801,16419805,16419809,16419813,2,2,2,2,3,3,3,3,13,12,6,16,2,1,606,"3"
"368",168211,168211,168211,168211,16821103,16821106,16821113,16821119,1,1,1,1,3,3,3,3,15,1,2,1,1,1,629,"1"
"369",244806,244806,244697,244697,24480606,24480608,24469715,24469718,2,1,2,2,1,1,1,1,10,24,31,18,1,2,601,"3"
"370",244776,244776,244776,244776,24477602,24477609,24477616,24477623,1,1,1,1,1,1,1,1,8,8,21,11,2,2,651,"1"
"371",169231,169231,169231,169231,16923102,16923104,16923112,16923116,1,1,1,1,1,1,1,1,9,2,0,1,1,1,631,"1"
"372",205491,205491,205491,205491,20549101,20549105,20549111,20549115,2,2,2,2,2,2,2,2,0,16,10,6,1,1,651,"1"
"373",244799,244799,244799,244799,24479901,24479905,24479911,24479916,1,1,2,1,2,2,2,2,10,4,28,32,1,2,583,"3"
"374",165199,165199,165199,165199,16519901,16519904,16519907,16519910,2,2,2,2,4,4,4,4,12,15,14,36,1,1,684,"1"
"375",201449,201449,201449,201449,20144906,20144909,20144918,20144926,2,2,2,2,3,3,3,3,7,15,18,12,2,2,631,"1"
"376",244708,244708,244708,244708,24470801,24470807,24470816,24470824,1,1,1,1,1,1,1,1,14,4,14,8,1,2,559,"1"
"377",169231,169231,169231,169231,16923101,16923105,16923110,16923114,2,2,2,2,1,1,1,1,9,7,10,7,1,1,663,"3"
"378",244799,244799,244799,244799,24479902,24479908,24479913,24479918,2,2,1,2,2,2,2,2,13,23,15,24,1,2,700,"1"
"379",244727,244727,244727,244727,24472703,24472709,24472712,24472715,2,1,1,1,2,2,2,2,12,2,9,28,1,2,582,"3"
"380",218562,218562,218562,218562,21856201,21856206,21856211,21856215,2,2,2,2,4,4,4,4,14,19,12,2,1,1,659,"1"
"381",128076,128076,128076,128076,12807603,12807605,12807608,12807613,2,2,2,2,2,2,2,2,7,29,33,2,1,1,639,"3"
"382",169231,169231,169231,169231,16923102,16923107,16923112,16923116,1,1,1,1,1,1,1,1,9,36,0,1,2,2,567,"1"
"383",201449,201449,201449,201449,20144903,20144913,20144920,20144927,2,2,2,2,3,3,3,3,6,42,0,23,2,1,659,"2"
"384",264945,264945,264945,264945,26494502,26494507,26494511,26494517,2,2,2,2,2,2,2,2,3,6,1,16,1,1,631,"3"
"385",244776,244776,244776,244776,24477607,24477614,24477615,24477620,1,1,1,1,1,1,1,1,7,1,5,0,1,2,576,"2"
"386",264945,264945,264945,264945,26494505,26494509,26494514,26494519,2,2,2,2,2,2,2,2,8,9,3,19,2,1,639,"1"
"387",193423,193423,193423,193423,19342303,19342307,19342314,19342318,1,2,1,1,3,3,3,3,12,17,9,9,2,1,570,"3"
"388",205490,205490,205490,205490,20549001,20549006,20549009,20549012,1,1,1,1,1,1,1,1,3,1,8,18,2,2,593,"1"
"389",161176,161176,161176,161176,16117604,16117607,16117612,16117616,2,1,2,2,3,3,3,3,6,6,4,13,1,1,597,"1"
"390",244727,244727,244727,244727,24472703,24472709,24472712,24472715,2,2,2,2,2,2,2,2,12,2,9,28,2,2,636,"3"
"391",189382,189382,189382,189382,18938201,18938205,18938210,18938213,2,2,2,2,2,2,2,2,17,19,17,17,1,1,651,"1"
"392",244708,244708,244708,244708,24470802,24470807,24470817,24470822,1,1,1,1,1,1,1,1,1,4,30,33,1,2,636,"1"
"393",169229,169229,169229,169229,16922907,16922913,16922923,16922931,2,2,2,2,2,2,2,2,12,20,12,14,1,1,684,"3"
"394",244839,244839,244839,244839,24483904,24483906,24483911,24483916,2,2,2,2,2,2,2,2,0,4,28,11,2,2,672,"1"
"395",244776,244776,244776,244776,24477606,24477612,24477617,24477621,1,1,1,1,1,1,1,1,10,6,4,12,1,2,648,"3"
"396",205492,205492,205492,205492,20549202,20549207,20549211,20549216,1,2,1,1,2,2,2,2,3,1,2,3,2,2,571,"1"
"397",244736,244736,244764,244736,24473603,24473606,24476406,24473611,1,1,1,1,1,1,1,1,6,0,19,14,1,2,604,"1"
"398",244746,244746,244746,244746,24474601,24474604,24474607,24474611,1,1,1,1,1,1,1,1,17,1,12,2,1,2,573,"3"
"399",201449,201449,201449,201449,20144904,20144910,20144916,20144923,2,2,2,2,3,3,3,3,7,9,15,15,1,1,629,"3"
"400",212522,212522,212522,212522,21252202,21252209,21252214,21252219,2,2,2,2,4,4,4,4,13,7,30,9,1,1,655,"3"
"401",264945,264945,264945,264945,26494505,26494509,26494514,26494519,2,2,2,2,2,2,2,2,8,9,3,19,2,1,559,"1"
"402",244831,244831,244831,244831,24483101,24483104,24483108,24483112,1,1,1,1,2,2,2,2,12,1,11,8,1,1,608,"1"
"403",201449,201449,201449,201449,20144906,20144908,20144914,20144921,2,1,2,1,3,3,3,3,7,7,3,1,2,1,593,"1"
"404",161176,161176,161176,161176,16117603,16117605,16117610,16117614,2,1,2,2,3,3,3,3,6,4,22,14,2,1,606,"2"
"405",173312,173312,173312,173312,17331203,17331207,17331209,17331214,2,2,2,2,3,3,3,3,13,16,4,14,2,1,774,"3"
"406",244755,244755,244755,244755,24475507,24475510,24475517,24475525,1,1,2,2,1,1,1,1,3,9,2,8,2,2,634,"1"
"407",244727,244727,244727,244727,24472704,24472709,24472712,24472715,1,1,2,2,2,2,2,2,1,2,9,28,2,2,678,"3"
"408",173312,173312,173312,173312,17331201,17331204,17331211,17331215,2,2,2,2,3,3,3,3,11,31,14,14,1,1,667,"1"
"409",244727,244727,244727,244727,24472702,24472708,24472713,24472718,2,2,2,2,2,2,2,2,4,4,4,7,1,2,608,"2"
"410",244806,244736,244736,244736,24480605,24473604,24473608,24473612,2,2,2,2,1,1,1,1,6,14,32,26,2,2,648,"2"
"411",205491,205491,205491,205491,20549104,20549107,20549110,20549114,2,2,2,2,2,2,2,2,17,18,10,22,1,1,700,"3"
"412",191411,191411,191411,191411,19141101,19141104,19141107,19141110,2,1,1,1,3,3,3,3,8,1,8,9,2,1,711,"1"
"413",203452,203452,203452,203452,20345205,20345209,20345212,20345216,2,1,2,2,3,3,3,3,20,19,18,6,2,1,596,"2"
"414",203452,203452,203452,203452,20345205,20345209,20345212,20345216,1,1,1,1,3,3,3,3,20,19,18,6,2,1,583,"2"
"415",244799,244799,244799,244799,24479904,24479906,24479910,24479915,1,2,2,2,2,2,2,2,6,3,4,19,2,2,593,"2"
"416",244764,244764,244764,244764,24476401,24476403,24476408,24476409,1,1,1,1,1,1,1,1,1,17,10,0,1,2,618,"3"
"417",218562,218562,218562,218562,21856201,21856206,21856211,21856215,2,2,2,2,4,4,4,4,14,19,12,2,1,1,672,"1"
"418",189382,189382,189382,189382,18938201,18938205,18938210,18938213,2,2,2,2,2,2,2,2,17,19,17,17,1,1,597,"1"
"419",189378,189378,189378,189378,18937801,18937808,18937812,18937816,2,2,2,2,3,3,3,3,17,6,12,14,1,1,594,"2"
"420",212522,212522,212522,212522,21252204,21252207,21252215,21252220,2,2,2,2,4,4,4,4,17,14,28,13,1,1,634,"1"
"421",218562,218562,218562,218562,21856202,21856208,21856212,21856216,2,2,2,2,4,4,4,4,8,12,13,7,2,1,667,"3"
"422",244776,244776,244776,244776,24477602,24477610,24477618,24477624,2,1,1,1,1,1,1,1,8,2,8,14,2,2,589,"1"
"423",201449,201449,201449,201449,20144902,20144910,20144919,20144925,2,1,1,1,3,3,3,3,12,9,8,15,1,1,645,"3"
"424",162184,162184,162184,162184,16218402,16218407,16218409,16218414,1,1,1,1,3,3,3,3,5,2,22,10,2,1,606,"3"
